pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad
"Kepler-10 b",1.47000000,3.33000000,0.83749070000,2169.00,5708.00,1.065000
"K2-32 d",3.75000000,35.00000000,31.71922000000,,5315.00,0.870000
"TrES-2 b",15.24424000,473.56670000,2.47063000000,,5850.00,1.120000
"HIP 29442 c",1.58000000,4.50000000,3.53796000000,1217.00,5289.00,0.980000
"HAT-P-56 b",16.92559000,734.18730000,2.79083000000,,6566.00,1.470000
"HAT-P-68 b",12.01604800,230.10892000,2.29840551000,1027.80,4508.00,0.670100
"WASP-195 b",10.31226224,33.05415433,5.05192800000,1522.00,6300.00,1.578000
"L 168-9 b",1.63000000,4.07000000,1.40152604000,998.00,3842.00,0.604000
"HATS-3 b",15.47962900,340.39593000,3.54785100000,,6351.00,1.404000
"Kepler-93 b",1.62900000,3.60067419,4.72673947500,,,
"WASP-132 b",9.75183000,130.31030000,7.13352100000,763.00,4775.00,0.740000
"TOI-564 b",11.43318000,464.98529000,1.65114400000,1714.00,5640.00,1.088000
"Kepler-41 b",9.98000000,174.80000000,1.85555800000,1730.00,5620.00,1.020000
"HAT-P-5 b",14.03364384,336.89811142,2.78847360000,1517.00,,1.137000
"WASP-48 b",16.81350000,254.26400000,2.14363000000,,5920.00,1.580000
"Kepler-19 b",2.20900000,20.30000000,9.28699440000,,5541.00,0.850000
"WASP-88 b",16.36514000,133.48860000,4.95400000000,,6430.00,1.800000
"HAT-P-7 b",16.92559000,574.00098000,2.20473700000,,6350.00,2.000000
"TOI-2145 b",11.98240037,1671.77742082,10.26075000000,1484.00,6177.00,2.749000
"K2-79 b",3.99000000,3.80000000,10.99497000000,925.00,5853.00,1.247000
"HAT-P-8 b",16.81000000,483.08000000,3.07637760000,1700.00,6200.00,1.580000
"K2-105 b",3.40000000,15.40000000,8.26726000000,805.00,5373.00,0.905000
"Kepler-412 b",15.03126900,299.07803000,1.72086040000,1850.00,5750.00,1.287000
"TOI-1758 b",3.55736840,6.90000000,20.70512700000,551.44,5151.00,0.815500
"WASP-69 b",11.21000000,82.58000000,3.86813881000,971.00,4792.00,0.801000
"WASP-2 b",12.52000000,290.48400000,2.15226000000,1300.00,5200.00,0.843000
"TOI-216.01",11.29000000,200.00000000,34.55600000000,497.00,5026.00,0.838000
"KELT-3 b",15.07600000,469.41500000,2.70339040000,1816.00,6306.00,1.472000
"WASP-174 b",14.57170000,413.17900000,4.23370000000,1490.00,6400.00,1.310000
"Kepler-4 b",4.00200000,24.47200000,3.21346000000,1650.00,5857.00,1.487000
"GJ 9827 c",1.13000000,1.86000000,3.64810300000,715.94,4236.00,0.580000
"TOI-1347 c",1.67761121,9.00000000,4.84196800000,950.08,5493.00,0.840100
"TOI-2345 c",2.45100000,7.27000000,21.06430200000,544.00,4687.00,0.729000
"TOI-561 c",2.91000000,6.60000000,10.77883100000,,5326.00,0.832000
"Kepler-10 c",2.35000000,13.98000000,45.29430100000,,5708.00,1.065000
"AU Mic b",4.07000000,17.00000000,8.46300000000,593.00,3700.00,0.750000
"TOI-178 g",2.87000000,3.94000000,20.70950000000,470.00,4316.00,0.651000
"WASP-6 b",13.78707000,154.14755000,3.36100208000,1184.00,5375.00,0.864000
"HAT-P-14 b",13.66377100,721.79193000,4.62766910000,1624.00,6600.00,1.591000
"Qatar-10 b",17.29548700,233.92288000,1.64532100000,1955.00,6124.00,1.254000
"WASP-73 b",13.00244000,597.20257000,4.08722000000,,6030.00,2.070000
"WASP-47 e",1.81700000,12.20000000,0.78959300000,,5576.00,1.111330
"Kepler-12 b",19.66058600,137.30256000,4.43796290000,1480.00,5947.00,1.483000
"WASP-36 b",14.35900000,731.93200000,1.53736530000,,5959.00,0.951000
"WASP-129 b",10.42437000,317.83000000,5.74814500000,1100.00,5900.00,0.900000
"HATS-32 b",14.00004100,292.40360000,2.81265480000,1437.00,5700.00,1.097000
"WASP-159 b",15.46842000,174.80650000,3.84040100000,1850.00,6120.00,2.110000
"HAT-P-57 b",15.83831700,587.98550000,2.46529500000,2200.00,7500.00,1.500000
"OGLE2-TR-L9 b",18.30429700,1398.45200000,2.48553417000,2034.00,6933.00,1.499000
"WASP-140 b",16.14096000,775.50520000,2.23598350000,1320.00,5260.00,0.870000
"WASP-145 A b",10.08810000,282.86870000,1.76903810000,1200.00,4900.00,0.680000
"CoRoT-11 b",15.98403400,743.72220000,2.99433000000,1735.00,6440.00,1.374000
"TOI-1130 c",13.32000000,325.69000000,8.35023100000,497.70,4350.00,0.695000
"K2-291 b",1.58200000,6.40000000,2.22500000000,,5520.00,0.904000
"TOI-2886 b",18.64053490,444.95976980,1.60200105000,1978.00,6240.00,1.241000
"WASP-68 b",13.89916000,304.16331000,5.08429800000,,5910.00,1.690000
"TOI-2589 b",12.10569916,1112.39942450,61.62770000000,592.00,5579.00,1.070000
"K2-19 c",4.10000000,10.80000000,11.89930000000,,5322.00,0.820000
"K2-261 b",9.52763359,69.92224954,11.63344000000,,5537.00,1.669000
"Kepler-45 b",10.76000000,160.49700000,2.45523900000,1000.00,3820.00,0.550000
"HAT-P-33 b",18.89800000,242.17600000,3.47447400000,1782.00,6446.00,1.637000
"L 98-59 b",0.80000000,1.01000000,2.25310000000,610.00,3412.00,0.314000
"WASP-47 b",12.86000000,374.00000000,4.15915100000,,,1.156000
"TOI-2180 b",11.32107051,875.61726129,260.79000000000,348.00,5695.00,1.636000
"Qatar-1 b",12.80067800,410.95419000,1.42002586000,1388.00,4910.00,0.796000
"HAT-P-51 b",14.49323700,98.20947000,4.21802780000,1192.00,5449.00,1.041000
"HATS-29 b",13.46198582,206.58846455,4.60588270000,1230.00,5769.00,1.066000
"TOI-1130 b",3.56000000,19.28000000,4.07445000000,632.17,4350.00,0.695000
"TOI-2669 b",19.72780603,193.87532827,6.20340000000,,4800.00,4.100000
"K2-222 b",2.41000000,5.70000000,15.38630000000,801.00,5961.00,1.093000
"CoRoT-5 b",14.07850400,145.88397000,4.03791560000,1397.00,,1.115000
"CoRoT-11 b",16.02887000,832.71460000,2.99432500000,,6440.00,1.370000
"K2-3 d",1.45800000,2.20000000,44.55603000000,305.20,3844.00,0.546000
"WASP-60 b",9.63974000,160.50415000,4.30500110000,,5900.00,1.140000
"WASP-67 b",15.69260000,133.48860000,4.61441090000,,5200.00,0.870000
"TOI-4860 b",8.47398941,212.94503269,1.52275959000,624.00,3390.00,0.348000
"HD 63935 b",2.99000000,10.80000000,9.05881100000,911.00,5534.00,0.959000
"TOI-837 b",8.63093000,381.39600000,8.32487620000,,6047.00,1.022000
"TrES-3 b",14.97522400,572.41183000,1.30618648300,,5650.00,0.829000
"KOI-13 b",15.75985400,2070.66245000,1.76358799000,,7650.00,1.710000
"HAT-P-51 b",14.49323700,98.84513000,4.21802780000,,5449.00,1.041000
"K2-237 b",16.06246934,434.15360396,2.18053332000,1759.00,6180.00,1.236000
"TOI-178 c",1.75400000,4.64000000,3.23848600000,,4316.00,0.662000
"WASP-8 b",12.66617000,807.28820000,8.15872000000,,5600.00,1.030000
"TOI-1451 b",2.61143902,15.20000000,16.53794400000,723.33,5801.00,1.016200
"KOI-94 c",4.32000000,15.60000000,10.42364800000,1012.00,6182.00,1.520000
"WASP-19 b",15.53600000,371.21000000,0.78884000000,2050.00,,0.990000
"WASP-44 b",12.77826000,279.05474000,2.42381330000,,5400.00,0.927000
"HAT-P-24 b",13.92157800,229.79109000,3.35524790000,,6373.00,1.317000
"TOI-1789 b",16.14093221,222.47988490,3.20866400000,1927.00,5991.00,2.168000
"Kepler-44 b",12.21781000,311.79123000,3.24672930000,,5800.00,1.350000
"TOI-2285 b",1.74000000,19.50000000,27.26955000000,284.00,3491.00,0.464000
"TOI-3682 b",12.80065596,69.28659273,3.34624060000,1657.00,5703.00,1.735000
"TOI-1246 c",2.51000000,8.80000000,5.90414400000,860.00,5151.00,0.860000
"WASP-101 b",16.02887000,162.09330000,3.58572000000,,6380.00,1.310000
"TOI-5301 b",13.52923970,1080.61658380,5.85885700000,1682.00,6240.00,2.190000
"HAT-P-23 b",12.21781000,425.89220000,1.21288000000,,5905.00,0.960000
"HD 106315 c",4.98000000,14.60000000,21.05731000000,,6256.00,1.310000
"NGTS-27 b",15.64773706,188.47224535,3.37041810000,1783.00,5700.00,1.770000
"K2-141 b",1.51000000,5.08000000,0.28032440000,,4599.00,0.681000
"HAT-P-3 b",9.97601000,190.38017000,2.89973800000,,,0.834000
"Kepler-41 b",9.55006800,156.69019000,1.85555880000,1554.00,5660.00,0.939000
"KELT-6 b",13.22662000,140.48086000,7.84558200000,,6272.00,1.530000
"K2-266 d",2.93000000,8.90000000,14.69700000000,538.30,4285.00,0.703000
"WASP-98 b",12.82309600,293.03926000,2.96264036000,1171.00,5473.00,0.741000
"HAT-P-9 b",15.46842000,247.27174000,3.92281400000,1540.00,6350.00,1.339000
"WASP-84 b",10.55887800,220.57402000,8.52348650000,,5300.00,0.748000
"K2-261 b",9.26982704,68.96876432,11.63346810000,1036.00,5490.00,1.663000
"TOI-4010 d",6.18000000,38.15000000,14.70886000000,650.00,4960.00,0.830000
"XO-3 b",13.64100000,3747.06000000,3.19152390000,,6429.00,1.377000
"WASP-17 b",21.18501000,162.09330000,3.73000000000,1740.00,6548.00,1.573230
"WASP-88 b",19.05530000,181.16310000,4.95400000000,,6430.00,2.080000
"TOI-3714 b",11.14172682,218.98377242,2.15484802000,764.00,3652.00,0.495800
"K2-25 b",3.44000000,24.50000000,3.48456408000,494.00,3207.00,0.293200
"WASP-62 b",14.79588000,165.27160000,4.41195000000,,6230.00,1.230000
"TOI-1855 b",18.49481816,360.09958513,1.36414864000,1701.00,5359.00,1.041000
"HD 18599 b",2.60000000,24.10000000,4.13743540000,,5145.00,0.767000
"WASP-45 b",13.00200000,320.04100000,3.12608760000,,5140.00,0.945000
"TOI-5882 b",11.83668362,7720.05200603,7.14897300000,1537.00,6060.00,2.334000
"TOI-5300 b",9.86390302,190.69704420,2.26219600000,1043.00,4610.00,0.650000
"WASP-47 d",3.63000000,15.20000000,9.03081000000,,5576.00,1.150000
"TOI-406 c",1.32000000,2.08000000,3.30744100000,584.00,3392.00,0.410000
"WASP-26 b",13.63014400,324.18660000,2.75659720000,1650.00,6015.00,1.284000
"HATS-9 b",11.93758500,261.57409000,1.91530730000,,5366.00,1.503000
"WASP-141 b",13.56289000,854.96270000,3.31065100000,1540.00,5900.00,1.370000
"TOI-5398 b",10.30000000,58.70000000,10.59054700000,947.00,6000.00,1.051000
"OGLE-TR-113 b",12.25143700,432.24880000,1.43247425000,,4790.00,0.774000
"WASP-16 b",11.30000000,272.00000000,3.11860090000,,5700.00,0.946000
"TOI-1759 b",3.14000000,10.80000000,18.85019000000,443.00,4065.00,0.597000
"WASP-19 b",15.86070769,366.77398168,0.78883852000,2113.00,5616.00,1.006000
"Kepler-411 b",2.40100000,25.60000000,3.00515600000,1138.00,,0.820000
"HD 152843 c",5.83000000,27.50000000,24.38000000000,,6310.00,1.430000
"WASP-3 b",14.50000000,559.35700000,1.84683500000,,6352.00,1.361160
"WASP-61 b",13.89900000,654.70200000,3.85590000000,,6320.00,1.360000
"TOI-4153 b",16.11851425,365.50266805,4.61741410000,1669.00,6860.00,1.605000
"WASP-99 b",12.32990000,889.92400000,5.75251000000,,6150.00,1.760000
"pi Men c",2.11000000,4.30000000,6.26785200000,,5998.00,1.170000
"WASP-3 b",15.52400000,559.36000000,1.84683730000,,,1.354000
"HIP 8152 c",2.52442508,10.70000000,19.60562000000,650.68,5618.00,0.960300
"HAT-P-2 b",11.24262700,2771.47760000,5.63332000000,1398.00,6290.00,1.506000
"HD 152843 c",5.94000000,9.67000000,19.50210400000,,6310.00,1.430000
"HD 118203 b",12.55405838,693.50158407,6.13498900000,1371.00,5788.00,2.030000
"WASP-77 A b",13.56000000,559.36000000,1.36003090000,,5500.00,0.955000
"TOI-5210 b",10.72699453,81.99972901,4.56610610000,1286.00,5723.00,1.209000
"Kepler-426 b",12.21781000,107.10871000,3.21751883000,,5725.00,0.920000
"XO-4 b",15.02006000,512.34196000,4.12508230000,,6400.00,1.560000
"TOI-3884 b",6.43000000,32.59000000,4.54458280000,441.00,3180.00,0.302000
"BD-14 3065 b",21.59000000,3932.00000000,4.28897310000,2001.00,6935.00,2.350000
"L 98-59 c",1.34000000,2.42000000,3.69067450000,,3412.00,0.314000
"WASP-43 b",10.42000000,572.10000000,0.80000000000,1350.00,4400.00,
"TrES-2 b",13.77586100,398.24099000,2.47061437000,1466.00,5795.00,1.002000
"WASP-36 b",14.87434300,750.39663000,1.53736596000,1733.00,5959.00,0.985000
"WASP-28 b",15.17700000,285.71700000,3.40884000000,1473.00,6084.00,1.123000
"Kepler-18 c",5.49000000,17.30000000,7.64159000000,,5345.00,1.108000
"Kepler-43 b",12.49803500,982.09470000,3.02409330000,1603.00,6041.00,1.332000
"TOI-3984 A b",7.90000000,44.00000000,4.35332600000,563.00,3476.00,0.470000
"KELT-7 b",17.93440000,441.78370000,2.73477000000,,6768.00,1.810000
"HATS-3 b",15.47962900,349.61300000,3.54785100000,,6351.00,1.400000
"TOI-2193 A b",19.83989584,298.75870258,2.12257350000,1763.00,5966.00,1.248000
"TOI-1416 b",1.62000000,3.48000000,1.06975680000,1517.00,4884.00,0.793000
"KELT-8 b",18.15858000,209.76780000,3.24406000000,,5754.00,1.460000
"HATS-45 b",14.41477400,222.48100000,4.18762440000,1518.00,6450.00,1.315000
"TOI-178 f",2.41700000,5.63000000,15.23335000000,,4316.00,0.662000
"HATS-31 b",18.38276000,279.69040000,3.37796000000,1823.00,6050.00,1.870000
"Kepler-10 c",2.35000000,17.20000000,45.29430100000,584.00,5708.00,1.065000
"WASP-87 b",15.52446500,692.86940000,1.68279500000,,6450.00,1.627000
"TrES-4 b",19.62695900,292.40360000,3.55394500000,1785.00,6200.00,1.816000
"TOI-1136 g",2.53000000,12.20000000,39.53870000000,574.00,5805.00,0.957300
"XO-3 b",21.85751237,4211.22639275,3.19154260000,,6429.00,2.130000
"WASP-44 b",12.32990000,276.51210000,2.42380400000,1337.00,5420.00,0.906000
"WASP-19 b",15.80466279,362.00655557,0.78883960000,2077.00,5460.00,1.018000
"TOI-1062 b",2.26500000,10.15000000,4.11296000000,1077.00,5328.00,0.840000
"Kepler-10 c",2.35500000,11.40000000,45.29430100000,578.00,5708.00,1.065000
"LTT 3780 c",2.42000000,6.29000000,12.25213100000,397.00,3360.00,0.382000
"TOI-6038 A b",6.41000000,78.50000000,5.82673110000,1439.00,6110.00,1.648000
"WASP-77 A b",15.46842000,727.83070000,1.36003000000,,5365.00,1.090000
"GJ 1132 b",1.19151465,1.83704819,1.62892911000,583.80,3229.00,0.221100
"TOI-1347 b",1.81434694,12.20000000,0.84742431000,1698.50,5493.00,0.840100
"K2-39 b",5.71000000,39.80000000,4.60497000000,1670.00,4912.00,2.930000
"TOI-220 b",3.03000000,13.80000000,10.69526400000,805.00,5298.00,0.858000
"TOI-1736 b",2.44000000,12.80000000,7.07308800000,1076.00,5807.00,1.150000
"GJ 436 b",4.17000000,22.10000000,2.64388312000,,,0.455000
"Kepler-435 b",22.31000000,266.97000000,8.60015360000,1729.00,6161.00,3.210000
"WASP-44 b",12.77800000,282.53900000,2.42380390000,,5410.00,0.927000
"TOI-2107 b",13.57407563,263.79757781,2.45454670000,1397.00,5627.00,0.932000
"WASP-1 b",16.97042600,291.76794000,2.51996100000,1811.00,,1.517000
"HATS-35 b",16.40997600,388.38826000,1.82099930000,2037.00,6300.00,1.433000
"TOI-5076 b",3.48935569,16.14568308,23.44316200000,550.00,4780.00,0.844000
"WASP-94 A b",17.71022000,158.91500000,3.95019000000,,6170.00,1.480000
"Kepler-102 e",2.22000000,8.93000000,16.14570000000,,4903.00,0.740000
"Kepler-18 d",6.00000000,14.90000000,14.85900000000,,,
"WASP-45 b",12.77826000,330.54320000,3.12609000000,,5140.00,0.960000
"Kepler-91 b",14.57200000,241.54000000,6.24669600000,,4643.39,6.378720
"K2-3 b",2.14000000,8.10000000,10.05403000000,,3896.00,0.561000
"WASP-116 b",13.67495645,203.41018048,6.61320000000,1414.00,6250.00,1.426000
"Kepler-48 d",1.98000000,8.89085039,42.89605505000,,,
"HAT-P-1 b",13.64135300,166.54292000,4.46529340000,1291.00,5975.00,1.112000
"HIP 9618 b",3.82838127,8.30000000,20.77285800000,640.88,5649.00,0.959300
"Qatar-1 b",12.73342400,405.23325000,1.42002406000,,,0.782000
"HAT-P-20 b",9.75000000,2320.10000000,2.90000000000,950.00,4600.00,
"TOI-4465 b",14.01122587,1872.00931723,101.94054000000,427.00,5545.00,1.014000
"K2-3 c",1.72000000,4.20000000,24.64540000000,,3896.00,0.561000
"TOI-1136 f",3.73591482,32.00000000,26.31782200000,598.11,5805.00,0.957300
"TOI-1710 b",5.34000000,28.30000000,24.28342900000,,5665.00,0.968000
"TOI-178 e",2.30100000,3.48000000,9.96318000000,,4316.00,0.662000
"TOI-892 b",11.99360935,301.93698665,10.62656000000,,6261.00,1.390000
"EPIC 246851721 b",11.78065900,953.49000000,6.18023500000,1401.00,6202.00,1.586000
"TRAPPIST-1 d",0.77200000,0.41000000,4.04961000000,288.00,2559.00,0.117000
"HAT-P-17 b",11.37711541,177.34825111,10.33853781000,800.00,5350.00,0.860000
"HD 1397 b",11.46680700,116.64361000,11.53660000000,1519.00,5474.00,2.341000
"WASP-104 b",12.74500000,404.26300000,1.75541370000,1516.00,5475.00,0.963000
"LHS 1678 b",0.69600000,0.35000000,0.86023220000,,3490.00,0.329000
"HATS-2 b",13.09200000,427.46300000,1.35413300000,1577.00,5227.00,0.898000
"WASP-69 b",11.84791300,82.63580000,3.86813820000,963.00,4700.00,0.813000
"TOI-640 b",19.27944680,181.16219199,5.00377700000,1816.00,6460.00,2.082000
"WASP-11 b",11.09691000,156.37236000,3.72247967000,992.00,4900.00,0.772000
"TOI-178 f",2.28700000,7.72000000,15.23191500000,521.00,4316.00,0.651000
"Kepler-43 b",12.55000000,962.98000000,3.02409220000,,6019.00,1.340000
"TOI-1437 b",2.24000000,9.60000000,18.84094200000,,6008.00,1.170000
"K2-3 d",1.65000000,1.80000000,44.55764000000,,3835.00,0.600000
"TOI-1272 b",4.13204907,27.00000000,3.31599000000,975.00,5065.00,0.793400
"KOI-13 b",16.94800800,2949.46240000,1.76358800000,2550.00,7650.00,1.740000
"WASP-35 b",14.79588000,222.79883000,3.16157500000,,5990.00,1.090000
"TOI-1279 b",2.66146528,10.60000000,9.61419000000,759.00,5457.00,0.842600
"HATS-62 b",11.82549500,56.89157000,3.27688370000,1237.00,5416.00,0.933000
"HAT-P-22 b",12.10572000,682.69884000,3.21223120000,1463.00,5302.00,
"WASP-19 b",15.42358400,370.27195000,0.78883900000,2058.00,,0.994000
"WASP-185 b",14.01125000,311.47340000,9.38755000000,1160.00,5900.00,1.500000
"LP 890-9 b",1.32000000,13.20000000,2.72990250000,396.00,2850.00,0.155600
"TOI-201 b",11.29867200,133.48860000,52.97818000000,759.00,6394.00,1.317000
"HD 260655 b",1.24000000,2.14000000,2.76953000000,709.00,3803.00,0.439000
"Kepler-74 b",10.76000000,200.22000000,7.34071100000,1078.00,6000.00,1.120000
"TOI-3071 b",7.16000000,68.20000000,1.26693800000,2155.00,6177.00,1.310000
"HAT-P-19 b",11.29865255,88.03846874,4.00878322000,981.20,4962.00,0.773000
"TOI-1842 b",12.34850230,89.40000000,9.57391810000,1199.55,6039.00,2.032000
"HATS-68 b",13.80948800,410.00070000,3.58622020000,1741.00,6147.00,1.748000
"TOI-4504 c",11.09689089,1197.32317485,82.97213000000,,5315.00,0.920000
"HD 42813 b",3.42633318,5.90000000,13.63082800000,703.39,5323.00,0.983900
"WASP-57 b",10.26700000,213.57300000,2.83897100000,1251.00,5600.00,0.836000
"K2-3 c",1.77000000,3.10000000,24.64638000000,,3835.00,0.600000
"WASP-15 b",16.01000000,172.00000000,3.75206560000,,6300.00,1.477000
"Kepler-426 b",12.22000000,108.06000000,3.21751883000,1300.00,5725.00,0.920000
"TOI-1749 d",2.52000000,15.00000000,9.04970000000,533.00,3985.00,0.550000
"TOI-421 c",5.09000000,14.10000000,16.06754100000,635.00,5291.00,0.866000
"HAT-P-33 b",20.73665000,292.40360000,3.47447000000,,6446.00,1.790000
"TrES-3 b",14.70620800,615.95454000,1.30619000000,1623.00,5650.00,0.812000
"WASP-55 b",14.96401500,199.27941000,4.46562910000,1300.00,6070.00,1.102000
"OGLE-TR-113 b",12.19539200,390.93090000,1.43247425000,1342.00,4790.00,0.766000
"TOI-640 b",19.85113900,279.69040000,5.00377750000,1749.00,6460.00,2.082000
"HD 17156 b",11.43000000,1023.37000000,21.21663000000,,6100.00,1.440000
"K2-291 b",1.58900000,6.49000000,2.22517700000,,5520.00,0.899000
"TOI-2346 b",16.11851425,394.10722468,3.33120290000,1689.00,6480.00,1.380000
"Kepler-68 b",2.33000000,5.97000000,5.39875000000,,5793.00,1.240000
"HD 63433 b",2.14000000,21.75500000,7.10794750000,967.11,5553.00,0.934000
"CoRoT-20 b",9.41556000,1344.42090000,9.24285000000,,5880.00,1.020000
"HAT-P-62 b",12.02723629,241.86741773,2.64532350000,1512.00,5629.00,1.170000
"HD 23472 f",1.13700000,0.77000000,12.16218390000,630.00,4684.00,0.710000
"TOI-1853 b",3.46000000,73.20000000,1.24362580000,1479.00,4985.00,0.808000
"TOI-1408 b",25.00000000,593.00000000,4.42587000000,,6117.00,1.530000
"WASP-2 b",11.69098700,269.20201000,2.15222144000,1281.00,5150.00,0.807000
"Kepler-6 b",14.61653600,212.31044000,3.23469960000,1460.00,5647.00,1.391000
"KELT-2 A b",15.13215000,540.31100000,4.11379000000,,6327.00,1.930000
"HAT-P-38 b",9.24742500,84.86061000,4.64038200000,,5330.00,0.923000
"TOI-1184 b",2.40974309,6.80000000,5.74843200000,715.47,4617.00,0.697200
"TOI-3023 b",16.43236571,197.05361234,3.90149710000,1596.00,5760.00,1.668000
"TOI-1298 b",9.65807033,99.00000000,4.53714300000,1278.00,5752.00,1.453600
"HAT-P-31 b",11.99363000,682.38101000,5.00542500000,,6070.00,1.360000
"TOI-1685 b",1.46800000,3.03000000,0.66913924000,1062.00,3575.00,0.455500
"TOI-1842 b",11.88151954,60.38739733,9.57400000000,,6033.00,2.030000
"Kepler-15 b",10.76000000,209.76000000,4.94278200000,,5515.00,0.992000
"Kepler-43 b",13.00244000,997.98620000,3.02409309000,,6050.00,1.380000
"WASP-3 b",15.69260000,629.30340000,1.84683550000,,6400.00,1.360000
"WASP-8 b",11.63500000,713.18000000,8.15871500000,,5600.00,0.945000
"TOI-1836 b",8.28055741,24.70000000,20.38084500000,889.51,6237.00,1.645400
"WASP-2 b",10.70500000,279.68000000,2.15222600000,,5200.00,0.780000
"WASP-186 b",12.44199000,1341.24260000,5.02679900000,,6361.00,1.470000
"WASP-84 c",1.95000000,15.20000000,1.44688490000,1329.00,,0.768000
"CoRoT-12 b",16.14000000,291.43800000,2.82804200000,1442.00,5675.00,1.116000
"TOI-4507 b",8.20000000,20.00000000,104.61611000000,,6260.00,1.040000
"HAT-P-11 b",4.81987000,28.60470000,4.88782000000,,4708.00,0.770000
"TOI-1130 c",16.81350000,309.56642000,8.35038100000,637.00,4250.00,0.687000
"HATS-17 b",8.70939300,425.25654000,16.25461100000,814.00,5846.00,1.091000
"K2-277 b",2.23000000,7.40000000,6.32677000000,953.00,5705.00,0.952000
"TOI-3464 b",13.76462830,397.28550875,3.65155680000,1693.00,6370.00,1.560000
"TOI-1135 b",9.02000000,51.42000000,8.02773000000,1198.90,6122.00,1.160000
"TrES-5 b",13.55168100,568.91570000,1.48224460000,,5171.00,0.866000
"WASP-148 b",8.07046610,92.17023803,8.80381000000,,5460.00,1.030000
"WASP-127 b",14.69499900,52.34660100,4.17806203000,,,1.333000
"KOI-94 d",10.31100000,79.60183370,22.34296959000,,,
"WASP-75 b",14.23500000,340.06000000,2.48419300000,1710.00,6100.00,1.260000
"TOI-5181 A b",13.34989601,330.54154328,3.89222950000,1585.00,6060.00,1.530000
"HATS-1 b",14.59411800,556.20250000,3.44645900000,,5870.00,1.038000
"TOI-3288 b",11.20898070,670.61793877,1.43386350000,1059.00,3933.00,0.670000
"TOI-333 b",4.26000000,20.10000000,3.78525030000,1445.00,6241.00,1.100000
"CoRoT-11 b",16.03000000,740.51000000,2.99433000000,1657.00,6440.00,1.370000
"WASP-74 b",17.48604000,301.93850000,2.13775000000,1910.00,5970.00,1.640000
"K2-3 d",1.52000000,7.50000000,44.56310000000,,3896.00,0.561000
"K2-141 b",1.51000000,4.97000000,0.28032440000,2103.00,4570.00,0.681000
"WASP-83 b",11.65736000,96.93815000,4.97125200000,,5480.00,1.050000
"TOI-1807 b",1.37000000,2.57000000,0.54937400000,,4730.00,0.690000
"NGTS-11 b",9.15775300,109.33352000,35.45533000000,435.00,5050.00,0.832000
"Kepler-25 c",4.62700000,24.06546146,12.72037435000,,,
"TOI-663 c",2.26000000,3.65000000,4.69555070000,553.00,3681.00,0.512000
"GJ 9827 c",1.24000000,1.45000000,3.64823000000,771.00,4219.00,0.622000
"WASP-100 b",18.94000000,645.17000000,2.84937500000,2190.00,6900.00,
"TrES-2 b",13.71981600,381.39600000,2.47063000000,1498.00,5850.00,1.003000
"TOI-1801 b",2.07900000,5.73800000,10.64387000000,493.70,3863.00,0.547000
"K2-30 b",11.98242100,187.20187000,4.09849000000,1203.00,5575.00,0.839000
"TOI-1438 b",3.04000000,9.40000000,5.13967000000,971.00,5230.00,0.820000
"HAT-P-4 b",14.93000000,216.12000000,3.05651140000,,,1.602000
"HAT-P-9 b",15.69260000,212.94610000,3.92289000000,,6350.00,
"HD 219134 b",1.60600000,4.33611990,3.09350000000,,4699.00,0.778000
"HATS-3 b",15.48000000,340.38200000,3.54785100000,1648.00,6351.00,1.404000
"HD 183579 b",3.49000000,20.40000000,17.47129100000,752.00,5784.00,0.960000
"WASP-47 e",1.82000000,9.10000000,0.78963600000,,5576.00,1.160000
"WASP-54 b",17.71022000,187.51970000,3.69364000000,,6100.00,1.760000
"K2-140 b",12.27385500,323.86877000,6.56930000000,1114.00,5654.00,0.987000
"TOI-3568 b",5.30000000,26.40000000,4.41796500000,899.00,4969.00,0.719000
"WASP-69 b",12.44199000,92.17070000,3.86814000000,,4700.00,0.860000
"TOI-150.01",14.06729500,797.75330000,5.85748700000,1404.50,6255.00,1.526000
"HD 149026 b",7.33068600,114.10097000,2.87598000000,1634.00,6160.00,1.368000
"GJ 3929 b",1.09000000,1.75000000,2.61623500000,568.00,3384.00,0.320000
"WASP-98 b",12.33000000,263.79000000,2.96264000000,1180.00,5525.00,0.700000
"TOI-3714 b",11.32107051,222.47988490,2.15484900000,750.00,3660.00,0.510000
"GJ 3470 b",3.88000000,12.58000000,3.33664900000,615.00,3652.00,0.480000
"Kepler-37 d",1.94000000,12.20000000,39.79220000000,,5417.00,0.770000
"WASP-5 b",13.17057500,506.93885000,1.62842460000,1753.00,5770.00,1.088000
"WASP-60 b",9.86392000,174.80650000,4.30500000000,,5900.00,1.170000
"WASP-73 b",15.91678000,908.99380000,4.08722000000,,6030.00,2.550000
"HAT-P-14 b",12.89000000,709.36700000,4.62766900000,1570.00,6600.00,1.468000
"TOI-1836 c",2.59987579,8.00000000,1.77274710000,2007.60,6237.00,1.645400
"HD 77946 b",2.70500000,8.38000000,6.52728200000,,6046.00,1.310000
"TOI-270 d",2.13300000,4.78000000,11.37957300000,387.00,3506.00,0.378000
"TOI-421 b",2.64000000,6.70000000,5.19757600000,922.00,5291.00,0.866000
"HATS-61 b",13.39475500,1080.62200000,7.81795300000,1226.10,5542.00,1.664000
"WASP-72 b",14.24000000,491.37630000,2.21674210000,2210.00,6250.00,1.980000
